1370000000011806130, 1782505739979, 989044, 0.00060791, 0
1370000000011806903, 1782506530945, 989297, 7.741e-05, 1
1370000000011807068, 1782506719892, 987399, 0.00941487, 0
1370000000011807477, 1782507124119, 991100, 1.008e-05, 1
1370000000011807488, 1782507135941, 991090, 0.00242157, 1
1370000000011807676, 1782507312262, 988959, 0.0062, 0
1370000000011807680, 1782507313395, 988958, 0.006, 0
1370000000011807749, 1782507377854, 989176, 0.00102215, 0
1370000000011807824, 1782507437917, 988796, 0.0021001, 0
1370000000011807879, 1782507489813, 988617, 0.00049475, 0
1370000000011807890, 1782507500265, 988141, 8.387e-05, 0
1370000000011808014, 1782507605630, 988324, 0.00050148, 0
1370000000011808051, 1782507640953, 989722, 0.00020712, 1
1370000000011808099, 1782507684532, 989526, 1.263e-05, 1
1370000000011808109, 1782507692986, 989524, 0.00082549, 1
1370000000011808714, 1782508279498, 988475, 0.00198251, 0
1370000000011809008, 1782508578936, 989796, 0.00919381, 1
1370000000011809554, 1782509128253, 990524, 0.00194676, 1
1370000000011809882, 1782509450395, 990532, 0.0170363, 1
1370000000011809969, 1782509534857, 990532, 0.0185637, 1
1370000000011810095, 1782509652779, 991144, 0.00268734, 0
1370000000011810303, 1782509855684, 992925, 4.028e-05, 1
1370000000011810443, 1782510004032, 991178, 0.005, 0
1370000000011810640, 1782510198515, 993505, 0.00471778, 0
1370000000011811133, 1782510682137, 993737, 0.0020126, 1
1370000000011811176, 1782510726328, 993722, 1.006e-05, 1
1370000000011811940, 1782511476668, 991313, 3.591e-05, 1
1370000000011811994, 1782511521853, 990906, 5.247e-05, 1
1370000000011812215, 1782511736317, 992259, 2.519e-05, 1
1370000000011812240, 1782511756386, 992257, 1.259e-05, 1
1370000000011812588, 1782512103228, 992740, 2.643e-05, 1
1370000000011812614, 1782512126952, 991828, 0.00085444, 0
1370000000011812755, 1782512270794, 994122, 0.00111, 1
1370000000011812756, 1782512270794, 994123, 0.00039886, 1
1370000000011812785, 1782512293627, 994060, 0.00025149, 1
1370000000011813014, 1782512529239, 993654, 0.00010063, 1
1370000000011813171, 1782512688854, 991783, 0.00905835, 0
1370000000011813448, 1782512974582, 993237, 0.00111, 1
1370000000011813449, 1782512974582, 993238, 0.00127614, 1
1370000000011813511, 1782513034631, 992830, 0.00104524, 1
1370000000011813551, 1782513067792, 990899, 0.00578042, 0
1370000000011814172, 1782513704978, 992299, 0.010831, 0
1370000000011814732, 1782514268835, 995080, 0.00096575, 1
1370000000011814780, 1782514318061, 995070, 1.004e-05, 1
1370000000011815341, 1782514888438, 995332, 1.255e-05, 1
1370000000011815638, 1782515186618, 996363, 3.412e-05, 1
1370000000011815714, 1782515258205, 996321, 2.509e-05, 1
1370000000011816274, 1782515827324, 995267, 0.0002014, 1
